mouse_genes	HGNC.symbol
Commd10	COMMD10
Commd2	COMMD2
Commd3	COMMD3
Commd4	COMMD4
Commd5	COMMD5
Commd6	COMMD6
Commd7	COMMD7
Commd8	COMMD8
Commd9	COMMD9
Comp	COMP
Comt	COMT
Comtd1	COMTD1
Copa	COPA
Copb1	COPB1
Copb2	COPB2
Cope	COPE
Copg1	COPG1
Copg2	COPG2
Coprs	COPRS
Cops2	COPS2
Cops3	COPS3
Cops4	COPS4
Cops5	COPS5
Cops6	COPS6
Cops7a	COPS7A
Cops7b	COPS7B
Cops8	COPS8
Cops9	COPS9
Copz1	COPZ1
Copz2	COPZ2
Coq10a	COQ10A
Coq10b	COQ10B
Coq2	COQ2
Coq3	COQ3
Coq4	COQ4
Coq5	COQ5
Coq6	COQ6
Coq7	COQ7
Coq8a	COQ8A
Coq8b	COQ8B
Coq9	COQ9
Coro1a	CORO1A
Coro1b	CORO1B
Coro1c	CORO1C
Coro2a	CORO2A
Coro2b	CORO2B
Coro7	CORO7
Coro7	CORO7-PAM16
Cort	CORT
Cotl1	COTL1
Cox10	COX10
Cox11	COX11
Cox14	COX14
Cox15	COX15
Cox16	COX16
Cox17	COX17
Cox18	COX18
Cox19	COX19
Cox20	COX20
Cox4i1	COX4I1
Cox4i2	COX4I2
Cox5b	COX5B
Cox6a1	COX6A1
Cox6a2	COX6A2
Cox6b1	COX6B1
Cox6b2	COX6B2
Cox6c	COX6C
Cox7a1	COX7A1
Cox7a2	COX7A2
Cox7a2l	COX7A2L
Cox7b	COX7B
Cox7c	COX7C
Cox8a	COX8A
Cpa2	CPA2
Cpa3	CPA3
Cpa6	CPA6
Cpd	CPD
Cpeb2	CPEB2
Cpeb3	CPEB3
Cpeb4	CPEB4
Cped1	CPED1
Cplx2	CPLX2
Cpm	CPM
Cpn1	CPN1
Cpne2	CPNE2
Cpne3	CPNE3
Cpne5	CPNE5
Cpne7	CPNE7
Cpne8	CPNE8
Cpne9	CPNE9
Cpox	CPOX
Cpped1	CPPED1
Cpq	CPQ
Cpsf1	CPSF1
Cpsf2	CPSF2
Cpsf3	CPSF3
Cpsf4	CPSF4
Cpsf6	CPSF6
Cpsf7	CPSF7
Cpt1a	CPT1A
Cpt1c	CPT1C
Cpt2	CPT2
Cptp	CPTP
Cpxm1	CPXM1
Cr1l	CR1
Cr2	CR2
Cracr2a	CRACR2A
Cracr2b	CRACR2B
Cradd	CRADD
Cramp1l	CRAMP1
Crat	CRAT
Crb3	CRB3
Crbn	CRBN
Crcp	CRCP
Creb1	CREB1
Creb3	CREB3
Creb3l1	CREB3L1
Creb3l2	CREB3L2
Creb3l3	CREB3L3
Creb5	CREB5
Crebbp	CREBBP
Crebl2	CREBL2
Crebrf	CREBRF
Crebzf	CREBZF
Creg1	CREG1
Creld1	CRELD1
Creld2	CRELD2
Crem	CREM
Crim1	CRIM1
Crip1	CRIP1
Crip2	CRIP2
Cript	CRIPT
Crisp2	CRISP2
Crisp3	CRISP3
Crispld1	CRISPLD1
Crispld2	CRISPLD2
Crk	CRK
Crkl	CRKL
Crlf1	CRLF1
Crlf2	CRLF2
Crlf3	CRLF3
Crls1	CRLS1
Crmp1	CRMP1
Crnkl1	CRNKL1
Crocc	CROCC
Crot	CROT
Crtac1	CRTAC1
Crtam	CRTAM
Crtap	CRTAP
Crtc1	CRTC1
Crtc2	CRTC2
Crtc3	CRTC3
Cry1	CRY1
Cry2	CRY2
Cryab	CRYAB
Cryba4	CRYBA4
Crybb1	CRYBB1
Crybg3	CRYBG3
Crygn	CRYGN
Cryl1	CRYL1
Cryz	CRYZ
Cryzl1	CRYZL1
Cs	CS
Csad	CSAD
Csde1	CSDE1
Cse1l	CSE1L
Csf1	CSF1
Csf1r	CSF1R
Csf2ra	CSF2RA
Csf2rb	CSF2RB
Csf2rb2	CSF2RB
Csf3r	CSF3R
Csgalnact1	CSGALNACT1
Csgalnact2	CSGALNACT2
Csk	CSK
Csnk1a1	CSNK1A1
Csnk1d	CSNK1D
Csnk1e	TPTEP2-CSNK1E
Csnk1e	CSNK1E
Csnk1g1	CSNK1G1
Csnk1g2	CSNK1G2
Csnk1g3	CSNK1G3
Csnk2a1	CSNK2A1
Csnk2a1	CSNK2A3
Csnk2a2	CSNK2A2
Csnk2b	CSNK2B
Cspg5	CSPG5
Cspp1	CSPP1
Csrnp1	CSRNP1
Csrnp2	CSRNP2
Csrp1	CSRP1
Csrp2	CSRP2
Csrp3	CSRP3
Cst3	CST3
Cst6	CST6
Cst7	CST7
Cstb	CSTB
Cstf1	CSTF1
Cstf2	CSTF2
Cstf2t	CSTF2T
Cstf3	CSTF3
Ctbp1	CTBP1
Ctbp2	CTBP2
Ctbs	CTBS
Ctc1	CTC1
Ctcf	CTCF
Ctdnep1	CTDNEP1
Ctdp1	CTDP1
Ctdsp1	CTDSP1
Ctdsp2	CTDSP2
Ctdspl	CTDSPL
Ctdspl2	CTDSPL2
Ctf1	CTF1
Cth	CTH
Ctif	CTIF
Ctla4	CTLA4
Ctnna1	CTNNA1
Ctnnal1	CTNNAL1
Ctnnb1	CTNNB1
Ctnnbip1	CTNNBIP1
Ctnnbl1	CTNNBL1
Ctnnd1	CTNND1
Ctnnd2	CTNND2
Ctns	CTNS
Ctps	CTPS1
Ctps2	CTPS2
Ctr9	CTR9
Ctrl	CTRL
Ctsa	CTSA
Ctsb	CTSB
Ctsc	CTSC
Ctsd	CTSD
Ctse	CTSE
Ctsf	CTSF
Ctsg	CTSG
Ctsh	CTSH
Ctso	CTSO
Ctss	CTSS
Ctsw	CTSW
Ctsz	CTSZ
Cttn	CTTN
Ctu1	CTU1
Ctu2	CTU2
Ctxn1	CTXN1
Cuedc1	CUEDC1
Cuedc2	CUEDC2
Cul1	CUL1
Cul2	CUL2
Cul3	CUL3
Cul4a	CUL4A
Cul4b	CUL4B
Cul5	CUL5
Cul7	CUL7
Cul9	CUL9
Cuta	CUTA
Cutc	CUTC
Cux1	CUX1
Cux2	CUX2
Cwc15	CWC15
Cwc22	CWC22
Cwc25	CWC25
Cwc27	CWC27
Cwf19l1	CWF19L1
Cwf19l2	CWF19L2
Cx3cl1	CX3CL1
Cx3cr1	CX3CR1
Cxcl10	CXCL10
Cxcl16	CXCL16
Cxcl9	CXCL9
Cxcr1	CXCR1
Cxcr2	CXCR2
Cxcr3	CXCR3
Cxcr4	CXCR4
Cxcr5	CXCR5
Cxcr6	CXCR6
Cxxc1	CXXC1
Cxxc5	CXXC5
Cyb561	CYB561
Cyb561a3	CYB561A3
Cyb561d1	CYB561D1
Cyb561d2	CYB561D2
Cyb5a	CYB5A
Cyb5b	CYB5B
Cyb5d1	CYB5D1
Cyb5d2	CYB5D2
Cyb5r1	CYB5R1
Cyb5r3	CYB5R3
Cyb5r4	CYB5R4
Cyb5rl	CYB5RL
Cyba	CYBA
Cybb	CYBB
Cyc1	CYC1
Cyfip1	CYFIP1
Cyfip2	CYFIP2
Cyhr1	CYHR1
Cyld	CYLD
Cyp11a1	CYP11A1
Cyp1a1	CYP1A1
Cyp20a1	CYP20A1
Cyp27a1	CYP27A1
Cyp2d22	CYP2D6
Cyp2d22	CYP2D7
Cyp2e1	CYP2E1
Cyp2j6	CYP2C8
Cyp2j9	CYP2J2
Cyp2r1	CYP2R1
Cyp2u1	CYP2U1
Cyp39a1	CYP39A1
Cyp4b1	CYP4B1
Cyp4f13	CYP4F8
Cyp4f16	CYP4F8
Cyp4f18	CYP4F3
Cyp4v3	CYP4V2
Cyp51	CYP51A1
Cyp7b1	CYP7B1
Cysltr1	CYSLTR1
Cystm1	CYSTM1
Cyth1	CYTH1
Cyth2	CYTH2
Cyth3	CYTH3
Cyth4	CYTH4
Cytip	CYTIP
Cyyr1	CYYR1
D030056L22Rik	C9orf40
D10Wsu102e	C12orf45
D11Wsu47e	C17orf80
D16Ertd472e	C21orf91
D17H6S53E	C6orf47
D1Ertd622e	C5orf30
D230025D16Rik	C16orf70
D2hgdh	D2HGDH
D3Ertd751e	C4orf33
D430042O09Rik	KIAA0556
D5Ertd579e	KIAA0232
D630023F18Rik	C2orf80
D630039A03Rik	C9orf152
D630045J12Rik	KIAA1549
D6Wsu163e	C12orf4
D8Ertd738e	C19orf53
Daam1	DAAM1
Dab2	DAB2
Dab2ip	DAB2IP
Dach1	DACH1
Dach2	DACH2
Dact3	DACT3
Dad1	DAD1
Dag1	DAG1
Daglb	DAGLB
Dalrd3	DALRD3
Dand5	DAND5
Dap3	DAP3
Dapk1	DAPK1
Dapk2	DAPK2
Dapk3	DAPK3
Dapl1	DAPL1
Dapp1	DAPP1
Dars	DARS
Dars2	DARS2
Daxx	DAXX
Dazap1	DAZAP1
Dazap2	DAZAP2
Dazl	DAZL
Dbf4	DBF4
Dbi	DBI
Dbn1	DBN1
Dbndd2	DBNDD2
Dbnl	DBNL
Dbp	DBP
Dbr1	DBR1
Dbt	DBT
Dcaf10	DCAF10
Dcaf11	DCAF11
Dcaf12	DCAF12
Dcaf12l1	DCAF12L2
Dcaf13	DCAF13
Dcaf15	DCAF15
Dcaf17	DCAF17
Dcaf4	DCAF4
Dcaf4	DCAF4L2
Dcaf5	DCAF5
Dcaf6	DCAF6
Dcaf7	DCAF7
Dcaf8	DCAF8
Dcakd	DCAKD
Dcbld1	DCBLD1
Dcbld2	DCBLD2
Dcdc2b	DCDC2B
Dck	DCK
Dclk2	DCLK2
Dclre1a	DCLRE1A
Dclre1b	DCLRE1B
Dclre1c	DCLRE1C
Dcn	DCN
Dcp1a	DCP1A
Dcp1b	DCP1B
Dcp2	DCP2
Dcps	DCPS
Dctd	DCTD
Dctn1	DCTN1
Dctn2	DCTN2
Dctn3	DCTN3
Dctn4	DCTN4
Dctn5	DCTN5
Dctn6	DCTN6
Dctpp1	DCTPP1
Dcun1d1	DCUN1D1
Dcun1d2	DCUN1D2
Dcun1d3	DCUN1D3
Dcun1d4	DCUN1D4
Dcun1d5	DCUN1D5
Dcxr	DCXR
Dda1	DDA1
Ddah1	DDAH1
Ddah2	DDAH2
Ddb1	DDB1
Ddb2	DDB2
Ddc	DDC
Ddhd1	DDHD1
Ddhd2	DDHD2
Ddi2	RSC1A1
Ddias	DDIAS
Ddit3	DDIT3
Ddit4	DDIT4
Ddost	DDOST
Ddr1	DDR1
Ddrgk1	DDRGK1
Ddt	DDTL
Ddt	DDT
Ddx1	DDX1
Ddx10	DDX10
Ddx11	DDX11
Ddx17	DDX17
Ddx18	DDX18
Ddx19a	DDX19A
Ddx19b	DDX19B
Ddx20	DDX20
Ddx21	DDX21
Ddx23	DDX23
Ddx24	DDX24
Ddx25	DDX25
Ddx27	DDX27
Ddx28	DDX28
Ddx31	DDX31
Ddx39	DDX39A
Ddx39b	DDX39B
Ddx3x	DDX3X
Ddx4	DDX4
Ddx41	DDX41
Ddx42	DDX42
Ddx46	DDX46
Ddx47	DDX47
Ddx49	DDX49
Ddx5	DDX5
Ddx50	DDX50
Ddx51	DDX51
Ddx52	DDX52
Ddx54	DDX54
Ddx55	DDX55
Ddx56	DDX56
Ddx58	DDX58
Ddx59	DDX59
Ddx6	DDX6
Ddx60	DDX60
Deaf1	DEAF1
Decr1	DECR1
Decr2	DECR2
Dedd	DEDD
Dedd2	DEDD2
Def6	DEF6
Def8	DEF8
Degs1	DEGS1
Degs2	DEGS2
Dek	DEK
Dennd1a	DENND1A
Dennd1b	DENND1B
Dennd1c	DENND1C
Dennd2a	DENND2A
Dennd2c	DENND2C
Dennd2d	DENND2D
Dennd3	DENND3
Dennd4a	DENND4A
Dennd4b	DENND4B
Dennd4c	DENND4C
Dennd5a	DENND5A
Dennd5b	DENND5B
Dennd6a	DENND6A
Dennd6b	DENND6B
Denr	DENR
Depdc1a	DEPDC1
Depdc1b	DEPDC1B
Depdc5	DEPDC5
Depdc7	DEPDC7
Deptor	DEPTOR
Dera	DERA
Derl1	DERL1
Derl2	DERL2
Derl3	DERL3
Desi1	DESI1
Desi2	DESI2
Det1	DET1
Dexi	DEXI
Dffa	DFFA
Dffb	DFFB
Dgat1	DGAT1
Dgat2	DGAT2
Dgcr2	DGCR2
Dgcr6	DGCR6L
Dgcr6	DGCR6
Dgcr8	DGCR8
Dgka	DGKA
Dgkd	DGKD
Dgke	DGKE
Dgkg	DGKG
Dgkh	DGKH
Dgkq	DGKQ
Dgkz	DGKZ
Dguok	DGUOK
Dhcr24	DHCR24
Dhcr7	DHCR7
Dhdds	DHDDS
Dhdh	DHDH
Dhfr	DHFR2
Dhfr	DHFR
Dhodh	DHODH
Dhps	DHPS
Dhrs1	DHRS1
Dhrs11	DHRS11
Dhrs13	DHRS13
Dhrs3	DHRS3
Dhrs4	DHRS4
Dhrs4	DHRS4L2
Dhrs7	DHRS7
Dhrs7b	DHRS7B
Dhrs9	DHRS9
Dhtkd1	DHTKD1
Dhx15	DHX15
Dhx16	DHX16
Dhx29	DHX29
Dhx30	DHX30
Dhx32	DHX32
Dhx33	DHX33
Dhx34	DHX34
Dhx35	DHX35
Dhx36	DHX36
Dhx37	DHX37
Dhx38	DHX38
Dhx40	DHX40
Dhx57	DHX57
Dhx58	DHX58
Dhx9	DHX9
Diablo	DIABLO
Diaph1	DIAPH1
Diaph2	DIAPH2
Diaph3	DIAPH3
Dicer1	DICER1
Dido1	DIDO1
Diexf	UTP25
Dimt1	DIMT1
Dio2	DIO2
Dip2a	DIP2A
Dip2b	DIP2B
Dip2c	DIP2C
Diras2	DIRAS2
Dis3	DIS3
Dis3l	DIS3L
Dis3l2	DIS3L2
Disc1	DISC1
Disp1	DISP1
Dkc1	DKC1
Dkkl1	DKKL1
Dlat	DLAT
Dlc1	DLC1
Dld	DLD
Dleu7	DLEU7
Dlg1	DLG1
Dlg2	DLG2
Dlg3	DLG3
Dlg4	DLG4
Dlgap4	DLGAP4
Dlgap5	DLGAP5
Dlk1	DLK1
Dlst	DLST
Dmap1	DMAP1
Dmc1	DMC1
Dmd	DMD
Dmkn	DMKN
Dmpk	DMPK
Dmrta2	DMRTA2
Dmtf1	DMTF1
Dmtn	DMTN
Dmwd	DMWD
Dmxl1	DMXL1
Dmxl2	DMXL2
Dna2	DNA2
Dnaaf1	DNAAF1
Dnaaf2	DNAAF2
Dnaaf3	DNAAF3
Dnaaf5	DNAAF5
Dnah1	DNAH1
Dnah11	DNAH11
Dnah12	DNAH12
Dnah6	DNAH6
Dnah8	DNAH8
Dnaja1	DNAJA1
Dnaja2	DNAJA2
Dnaja3	DNAJA3
Dnaja4	DNAJA4
Dnajb1	DNAJB1
Dnajb11	DNAJB11
Dnajb12	DNAJB12
Dnajb13	DNAJB13
Dnajb14	DNAJB14
Dnajb2	DNAJB2
Dnajb4	DNAJB4
Dnajb5	DNAJB5
Dnajb6	DNAJB6
Dnajb9	DNAJB9
Dnajc1	DNAJC1
Dnajc10	DNAJC10
Dnajc11	DNAJC11
Dnajc12	DNAJC12
Dnajc13	DNAJC13
Dnajc14	DNAJC14
Dnajc15	DNAJC15
Dnajc16	DNAJC16
Dnajc17	DNAJC17
Dnajc18	DNAJC18
Dnajc2	DNAJC2
Dnajc21	DNAJC21
Dnajc24	DNAJC24
Dnajc25	DNAJC25
Dnajc27	DNAJC27
Dnajc28	DNAJC28
Dnajc3	DNAJC3
Dnajc30	DNAJC30
Dnajc4	DNAJC4
Dnajc5	DNAJC5
Dnajc6	DNAJC6
Dnajc7	DNAJC7
Dnajc8	DNAJC8
Dnajc9	DNAJC9
Dnal1	DNAL1
Dnal4	DNAL4
Dnase1l1	DNASE1L1
Dnase1l2	DNASE1L2
Dnase1l3	DNASE1L3
Dnase2a	DNASE2
Dnd1	DND1
Dnhd1	DNHD1
Dnlz	DNLZ
Dnm1l	DNM1L
Dnm2	DNM2
Dnmbp	DNMBP
Dnmt1	DNMT1
Dnmt3a	DNMT3A
Dnmt3b	DNMT3B
Dnmt3l	DNMT3L
Dnpep	DNPEP
Dnph1	DNPH1
Dntt	DNTT
Dnttip1	DNTTIP1
Dnttip2	DNTTIP2
Doc2a	DOC2A
Dock1	DOCK1
Dock10	DOCK10
Dock11	DOCK11
Dock2	DOCK2
Dock3	DOCK3
Dock5	DOCK5
Dock6	DOCK6
Dock7	DOCK7
Dock8	DOCK8
Dock9	DOCK9
Dohh	DOHH
Dok1	DOK1
Dok2	DOK2
Dok3	DOK3
Dok4	DOK4
Dok6	DOK6
Dolk	DOLK
Dolpp1	DOLPP1
Donson	DONSON
Dot1l	DOT1L
Dpagt1	DPAGT1
Dpep2	DPEP2
Dpf1	DPF1
Dpf2	DPF2
Dpf3	DPF3
Dph1	DPH1
Dph2	DPH2
Dph3	DPH3
Dph5	DPH5
Dph6	DPH6
Dph7	DPH7
Dpm1	DPM1
Dpm2	DPM2
Dpm3	DPM3
Dpp3	DPP3
Dpp4	DPP4
Dpp7	DPP7
Dpp8	DPP8
Dpp9	DPP9
Dpy19l1	DPY19L1
Dpy19l3	DPY19L3
Dpy19l4	DPY19L4
Dpy30	DPY30
Dpysl2	DPYSL2
Dqx1	DQX1
Dr1	DR1
Dram1	DRAM1
Dram2	DRAM2
Drap1	DRAP1
Drc3	DRC3
Drc7	DRC7
Drg1	DRG1
Drg2	DRG2
Drosha	DROSHA
Dscc1	DSCC1
Dse	DSE
Dsel	DSEL
Dsg2	DSG2
Dsn1	DSN1
Dsp	DSP
Dst	DST
Dstn	DSTN
Dstyk	DSTYK
Dtd1	DTD1
Dtd2	DTD2
Dtl	DTL
Dtnbp1	DTNBP1
Dtwd1	DTWD1
Dtwd2	DTWD2
Dtx1	DTX1
Dtx2	DTX2
Dtx3	DTX3
Dtx3l	DTX3L
Dtx4	DTX4
Dtymk	DTYMK
Dus1l	DUS1L
Dus2	DUS2
Dus3l	DUS3L
Dus4l	DUS4L
Dusp1	DUSP1
Dusp10	DUSP10
Dusp11	DUSP11
Dusp12	DUSP12
Dusp16	DUSP16
Dusp18	DUSP18
Dusp19	DUSP19
Dusp2	DUSP2
Dusp22	DUSP22
Dusp23	DUSP23
Dusp28	DUSP28
Dusp4	DUSP4
Dusp5	DUSP5
Dusp6	DUSP6
Dusp7	DUSP7
Dusp9	DUSP9
Dut	DUT
Dvl1	DVL1
Dvl2	DVL2
Dvl3	DVL3
Dxo	DXO
Dym	DYM
Dync1h1	DYNC1H1
Dync1i2	DYNC1I2
Dync1li1	DYNC1LI1
Dync1li2	DYNC1LI2
Dync2h1	DYNC2H1
Dync2li1	DYNC2LI1
Dynll1	DYNLL1
Dynll2	DYNLL2
Dynlrb1	DYNLRB1
Dynlt1a	DYNLT1
Dynlt1b	DYNLT1
Dynlt1c	DYNLT1
Dynlt1f	DYNLT1
Dynlt3	DYNLT3
Dyrk1a	DYRK1A
Dyrk1b	DYRK1B
Dyrk2	DYRK2
Dyrk3	DYRK3
Dyrk4	DYRK4
Dzip1	DZIP1
Dzip3	DZIP3
E130308A19Rik	KIAA1958
E130309D02Rik	C7orf26
E130311K13Rik	C3orf33
E2f1	E2F1
E2f2	E2F2
E2f3	E2F3
E2f4	E2F4
E2f5	E2F5
E2f6	E2F6
E2f7	E2F7
E2f8	E2F8
E330009J07Rik	KIAA1147
E430018J23Rik	ZNF747
E430018J23Rik	ZNF764
E4f1	E4F1
Eaf1	EAF1
Eaf2	EAF2
Eapp	EAPP
Ear1	RNASE2
Ear1	RNASE3
Ear2	RNASE2
Ear2	RNASE3
Ear6	RNASE2
Ear6	RNASE3
Ears2	EARS2
Ebag9	EBAG9
Ebf1	EBF1
Ebi3	EBI3
Ebna1bp2	EBNA1BP2
Ebp	EBP
Ebpl	EBPL
Ecd	ECD
Ece1	ECE1
Ece2	ECE2
Ech1	ECH1
Echdc1	ECHDC1
Echdc2	ECHDC2
Echdc3	ECHDC3
Echs1	ECHS1
Eci1	ECI1
Eci2	ECI2
Ecm1	ECM1
Ecscr	ECSCR
Ecsit	ECSIT
Ect2	ECT2
Eda	EDA
Eda2r	EDA2R
Edar	EDAR
Edaradd	EDARADD
Edc3	EDC3
Edc4	EDC4
Edem1	EDEM1
Edem2	EDEM2
Edem3	EDEM3
Edf1	EDF1
Ednra	EDNRA
Edrf1	EDRF1
Eea1	EEA1
Eed	EED
Eef1a1	EEF1A1
Eef1akmt1	EEF1AKMT1
Eef1d	EEF1D
Eef1e1	EEF1E1
Eef1e1	EEF1E1-BLOC1S5
Eef1g	EEF1G
Eef2	EEF2
Eef2k	EEF2K
Eef2kmt	FAM86B2
Eef2kmt	FAM86B1
Eef2kmt	FAM86C1
Eef2kmt	EEF2KMT
Eefsec	EEFSEC
Eepd1	EEPD1
Efcab11	EFCAB11
Efcab14	EFCAB14
Efcab2	EFCAB2
Efcab5	EFCAB5
Efcab7	EFCAB7
Efcab9	EFCAB9
Efcc1	EFCC1
Efemp2	EFEMP2
Efhc1	EFHC1
Efhc2	EFHC2
Efhd2	EFHD2
Efl1	EFL1
Efna1	EFNA1
Efna2	EFNA2
Efna4	EFNA4
Efnb1	EFNB1
Efnb3	EFNB3
Efr3a	EFR3A
Efr3b	EFR3B
Eftud2	EFTUD2
Egf	EGF
Egfl6	EGFL6
Egfl7	EGFL7
Egfl8	EGFL8
Egln1	EGLN1
Egln2	EGLN2
Egln3	EGLN3
Egr1	EGR1
Ehbp1	EHBP1
Ehbp1l1	EHBP1L1
Ehd1	EHD1
Ehd2	EHD2
Ehd3	EHD3
Ehd4	EHD4
Ehhadh	EHHADH
Ehmt1	EHMT1
Ehmt2	EHMT2
Ei24	EI24
Eid1	EID1
Eid2	EID2
Eid2b	EID2B
Eif1	EIF1
Eif1a	EIF1AY
Eif1ad	EIF1AD
Eif1ax	EIF1AX
Eif1b	EIF1B
Eif2a	EIF2A
Eif2ak1	EIF2AK1
Eif2ak2	EIF2AK2
Eif2ak3	EIF2AK3
Eif2ak4	EIF2AK4
Eif2b1	EIF2B1
Eif2b2	EIF2B2
Eif2b3	EIF2B3
Eif2b4	EIF2B4
Eif2b5	EIF2B5
Eif2d	EIF2D
Eif2s1	EIF2S1
Eif2s2	EIF2S2
Eif3a	EIF3A
Eif3b	EIF3B
Eif3c	EIF3C
Eif3c	EIF3CL
Eif3d	EIF3D
Eif3e	EIF3E
Eif3f	EIF3F
Eif3h	EIF3H
Eif3i	EIF3I
Eif3j1	EIF3J
Eif3j2	EIF3J
Eif3k	EIF3K
Eif3l	EIF3L
Eif3m	EIF3M
Eif4a1	EIF4A1
Eif4a2	EIF4A2
Eif4a3	EIF4A3
Eif4b	EIF4B
Eif4e	EIF4E
Eif4e2	EIF4E2
Eif4e3	EIF4E3
Eif4ebp1	EIF4EBP1
Eif4ebp2	EIF4EBP2
Eif4enif1	EIF4ENIF1
Eif4g1	EIF4G1
Eif4g2	EIF4G2
Eif4g3	EIF4G3
Eif4h	EIF4H
Eif5	EIF5
Eif5a	EIF5AL1
Eif5a	EIF5A
Eif5a2	EIF5A2
Eif5b	EIF5B
Eif6	EIF6
Elac1	ELAC1
Elac2	ELAC2
Elane	ELANE
Elavl1	ELAVL1
Elf1	ELF1
Elf2	ELF2
Elf4	ELF4
Elk1	ELK1
Elk3	ELK3
Elk4	ELK4
Ell	ELL
Ell2	ELL2
Elmo1	ELMO1
Elmo2	ELMO2
Elmo3	ELMO3
Elmod2	ELMOD2
Elmod3	ELMOD3
Elmsan1	ELMSAN1
Eloa	ELOA
Elob	ELOB
Eloc	ELOC
Elof1	ELOF1
Elovl1	ELOVL1
Elovl3	ELOVL3
Elovl5	ELOVL5
Elovl6	ELOVL6
Elovl7	ELOVL7
Elp2	ELP2
Elp3	ELP3
Elp4	ELP4
Elp5	ELP5
Elp6	ELP6
Emb	EMB
Emc1	EMC1
Emc10	EMC10
Emc2	EMC2
Emc3	EMC3
Emc4	EMC4
Emc6	EMC6
Emc7	EMC7
Emc8	EMC8
Emc9	EMC9
Emcn	EMCN
Emd	EMD
Eme1	EME1
Eme2	EME2
Emg1	EMG1
Emid1	EMID1
Emilin1	EMILIN1
Emilin2	EMILIN2
Eml2	EML2
Eml3	EML3
Eml4	EML4
Eml6	EML6
Emp1	EMP1
Emp3	EMP3
Emsy	EMSY
Enah	ENAH
Enc1	ENC1
Endod1	ENDOD1
Endog	ENDOG
Endou	ENDOU
Endov	ENDOV
Eng	ENG
Engase	ENGASE
Enho	ENHO
Enkd1	ENKD1
Enkur	ENKUR
Eno1	ENO1
Eno1b	ENO1
Eno3	ENO3
Enoph1	ENOPH1
Enox2	ENOX2
Enpp1	ENPP1
Enpp3	ENPP3
Enpp4	ENPP4
Enpp5	ENPP5
Ensa	ENSA
Entpd1	ENTPD1
Entpd5	ENTPD5
Entpd6	ENTPD6
Entpd7	ENTPD7
Eny2	ENY2
Eogt	EOGT
Eomes	EOMES
Ep300	EP300
Ep400	EP400
Epb41	EPB41
Epb41l1	EPB41L1
Epb41l2	EPB41L2
Epb41l3	EPB41L3
Epb41l4b	EPB41L4B
Epb41l5	EPB41L5
Epb42	EPB42
Epc1	EPC1
Epc2	EPC2
Epcam	EPCAM
Epg5	EPG5
Epha1	EPHA1
Epha4	EPHA4
Epha5	EPHA5
Epha7	EPHA7
Ephb2	EPHB2
Ephb4	EPHB4
Ephb6	EPHB6
Ephx1	EPHX1
Ephx2	EPHX2
Epm2a	EPM2A
Epm2aip1	EPM2AIP1
Epn1	EPN1
Epn2	EPN2
Epop	EPOP
Epor	EPOR
Eprs	EPRS
Eps15	EPS15
Eps15l1	EPS15L1
Eps8	EPS8
Eps8l1	EPS8L1
Eps8l2	EPS8L2
Epsti1	EPSTI1
Epx	EPX
Eral1	ERAL1
Erap1	ERAP1
Erbb3	ERBB3
Erbin	ERBIN
Erc1	ERC1
Ercc1	ERCC1
Ercc2	ERCC2
Ercc3	ERCC3
Ercc4	ERCC4
Ercc5	ERCC5
Ercc6	ERCC6
Ercc6l	ERCC6L
Ercc6l2	ERCC6L2
Ercc8	ERCC8
Erf	ERF
Erg	ERG
Ergic1	ERGIC1
Ergic2	ERGIC2
Ergic3	ERGIC3
Erh	ERH
Eri1	ERI1
Eri2	ERI2
Eri3	ERI3
Erich1	ERICH1
Erlec1	ERLEC1
Erlin1	ERLIN1
Erlin2	ERLIN2
Ermap	ERMAP
Ermard	ERMARD
Ermp1	ERMP1
Ern1	ERN1
Ero1l	ERO1A
Ero1lb	ERO1B
Erp27	ERP27
Erp29	ERP29
Erp44	ERP44
Errfi1	ERRFI1
Esam	ESAM
Esco1	ESCO1
Esco2	ESCO2
Esd	ESD
Esf1	ESF1
Espl1	ESPL1
Espn	ESPN
Espnl	ESPNL
Esr1	ESR1
Esrra	ESRRA
Esyt1	ESYT1
Esyt2	ESYT2
Etaa1	ETAA1
Etf1	ETF1
Etfa	ETFA
Etfb	ETFB
Etfbkmt	ETFBKMT
Etfdh	ETFDH
Etfrf1	ETFRF1
Ethe1	ETHE1
Etl4	KIAA1217
Etnk1	ETNK1
Ets1	ETS1
Ets2	ETS2
Etv1	ETV1
Etv3	ETV3
Etv5	ETV5
Etv6	ETV6
Eva1b	EVA1B
Evc2	EVC2
Evi2a	EVI2A
Evi5	EVI5
Evi5l	EVI5L
Evl	EVL
Evpl	EVPL
Ewsr1	EWSR1
Exd2	EXD2
Exo1	EXO1
Exo5	EXO5
Exoc1	EXOC1
Exoc2	EXOC2
Exoc3	EXOC3
Exoc3l	EXOC3L1
Exoc3l2	EXOC3L2
Exoc3l4	EXOC3L4
Exoc4	EXOC4
Exoc5	EXOC5
Exoc6	EXOC6
Exoc6b	EXOC6B
Exoc7	EXOC7
Exoc8	EXOC8
Exog	EXOG
Exosc1	EXOSC1
Exosc10	EXOSC10
Exosc2	EXOSC2
Exosc3	EXOSC3
Exosc4	EXOSC4
Exosc5	EXOSC5
Exosc7	EXOSC7
Exosc8	EXOSC8
Exosc9	EXOSC9
Exph5	EXPH5
Ext1	EXT1
